,Name,Artist,Features,Streams,Week
17959,Drunk ,ScHoolboy Q,6LACK,1691670,5/3/2019
17960,Taki Taki ,"DJ Snake, Selena Gomez, Ozuna, Cardi B, Selena Gomez, Ozuna, Cardi B",,1689747,5/3/2019
17961,The Middle,"Zedd, Maren Morris, Grey",,1687505,5/3/2019
17962,Legacy ,Offset,"Travis Scott, 21 Savage",1683680,5/3/2019
17963,NASA,Ariana Grande,,1678578,5/3/2019
17964,Summer Days ,Martin Garrix,"Macklemore, Patrick Stump of Fall Out Boy",1674130,5/3/2019
17965,YOSEMITE,Travis Scott,,1667670,5/3/2019
17966,Beautiful ,Bazzi,Camila Cabello,1666906,5/3/2019
17967,Get You The Moon ,Kina,Snøw,1653870,5/3/2019
17968,Startender,A Boogie Wit da Hoodie,Offset and Tyga,1643499,5/3/2019
17969,Slime Belief,YoungBoy Never Broke Again,,1638886,5/3/2019
17970,Tales,ScHoolboy Q,,1630850,5/3/2019
17971,Water ,ScHoolboy Q,Lil Baby,1625827,5/3/2019
17972,No Role Modelz,J. Cole,,1615771,5/3/2019
17973,Before I Let Go - Homecoming Live Bonus Track,Beyonce,,1613498,5/3/2019
17974,Te Robare,"Nicky Jam, Ozuna",,1604862,5/3/2019
17975,Lean Wit Me,Juice WRLD,,1602777,5/3/2019
17976,Don't Stop Me Now - Remastered,Queen,,1600958,5/3/2019
17977,Love Lies,"Khalid, Normani",,1596722,5/3/2019
17978,Nice For What,Drake,,1595463,5/3/2019
17979,God's Country,Blake Shelton,,1560763,5/3/2019
17980,Empty,Juice WRLD,,1536599,5/3/2019
17981,Price On My Head ,NAV,The Weeknd,1533661,5/3/2019
17982,Secreto,Anuel AA,,1532534,5/3/2019
17983,Candy Paint,Post Malone,,1525602,5/3/2019
17984,Do You Mean ,The Chainsmokers,"Ty Dolla $ign, bülow",1524724,5/3/2019
17985,no tears left to cry,Ariana Grande,,1520411,5/3/2019
17986,Die Wit Em,ScHoolboy Q,,1512992,5/3/2019
17987,Delicate,Taylor Swift,,1509825,5/3/2019
17988,Fine China,Future,,1503729,5/3/2019
17989,In My Feelings,Drake,,1497407,5/3/2019
17990,Say You Won't Let Go,James Arthur,,1496624,5/3/2019
17991,Verte Ir,DJ Luian,,1489770,5/3/2019
17992,Thunder,Imagine Dragons,,1477512,5/3/2019
17993,Close Friends (Lil Baby & Gunna),Lil Baby,,1476475,5/3/2019
17994,Black Folk,ScHoolboy Q,,1466116,5/3/2019
17995,Shape of You,Ed Sheeran,,10934411,2/17/2017
17996,Bad and Boujee ,Migos,Lil Uzi Vert,9278288,2/17/2017
17997,I Don't Wanna Live Forever,"Zayn, Taylor Swift",,8201971,2/17/2017
17998,Bounce Back,Big Sean,,7486747,2/17/2017
17999,iSpy ,KYLE,Lil Yachty,6662491,2/17/2017
18000,Paris,The Chainsmokers,,6457503,2/17/2017
18001,Fake Love,Drake,,6282816,2/17/2017
18002,T-Shirt,Migos,,5556143,2/17/2017
18003,Starboy,The Weeknd,,5284459,2/17/2017
18004,Chained To The Rhythm,Katy Perry,,5258434,2/17/2017
18005,Congratulations,Post Malone,,4996631,2/17/2017
18006,I Feel It Coming,The Weeknd,,4892436,2/17/2017
18007,Issues,Julia Michaels,,4827320,2/17/2017
18008,Closer,The Chainsmokers,,4590896,2/17/2017
18009,Caroline,Amine,,4544236,2/17/2017
18010,Bad Things,"Machine Gun Kelly, Camila Cabello",,4499103,2/17/2017
18011,Moves,Big Sean,,4375421,2/17/2017
18012,Say You Won't Let Go,James Arthur,,4373745,2/17/2017
18013,That's What I Like,Bruno Mars,,4092534,2/17/2017
18014,No Favors,Big Sean,,3971456,2/17/2017
18015,Black Beatles,Rae Sremmurd,,3881885,2/17/2017
18016,Scared to Be Lonely,Martin Garrix,,3858393,2/17/2017
18017,Broccoli ,DRAM,Lil Yachty,3702665,2/17/2017
18018,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",3673724,2/17/2017
18019,All Time Low,Jon Bellion,,3654209,2/17/2017
18020,Body Like A Back Road,Sam Hunt,,3629463,2/17/2017
18021,X ,21 Savage,Future,3583756,2/17/2017
18022,Castle on the Hill,Ed Sheeran,,3431947,2/17/2017
18023,Swang,Rae Sremmurd,,3284991,2/17/2017
18024,Party Monster,The Weeknd,,3283429,2/17/2017
18025,Call On Me - Ryan Riback Extended Remix,Starley,,3228283,2/17/2017
18026,goosebumps,Travis Scott,,3196860,2/17/2017
18027,Weak,AJR,,3193234,2/17/2017
18028,"How Far I'll Go - From ""Moana""",Alessia Cara,,3104135,2/17/2017
18029,No Heart,21 Savage,,3079799,2/17/2017
18030,One Dance,Drake,,3004718,2/17/2017
18031,24K Magic,Bruno Mars,,2987129,2/17/2017
18032,Both ,Gucci Mane,Drake,2972570,2/17/2017
18033,Run Up ,Major Lazer,"PARTYNEXTDOOR, Nicki Minaj",2963875,2/17/2017
18034,Deja Vu,J. Cole,,2825141,2/17/2017
18035,Some Kind Of Drug,G-Eazy,,2814400,2/17/2017
18036,Redbone,Childish Gambino,,2775165,2/17/2017
18037,Despacito,Luis Fonsi,,2733530,2/17/2017
18038,Sneakin’,Drake,,2708808,2/17/2017
18039,Look at Me!,XXXTENTACION,,2694748,2/17/2017
18040,Slippery ,Migos,Gucci Mane,2672547,2/17/2017
18041,Believer,Imagine Dragons,,2629007,2/17/2017
18042,Chill Bill,Rob $tone,,2601926,2/17/2017
18043,Kelly Price ,Migos,Travis Scott,2565388,2/17/2017
18044,Don't Wanna Know,Maroon 5,,2553021,2/17/2017
18045,Rockabye ,Clean Bandit,"Sean Paul, Anne-Marie",2529410,2/17/2017
18046,Location,Khalid,,2474746,2/17/2017
18047,Water Under the Bridge,Adele,,2364483,2/17/2017
18048,Don't Leave,Snakehips,,2323141,2/17/2017
18049,Just Hold On,"Steve Aoki, Louis Tomlinson",,2303180,2/17/2017
18050,Side To Side,Ariana Grande,,2292485,2/17/2017
18051,Sacrifices,Big Sean,,2289705,2/17/2017
18052,Make Me (Cry),Noah Cyrus,,2282845,2/17/2017
18053,All Night,The Vamps,,2258488,2/17/2017
18054,Heathens,Twenty One Pilots,,2250132,2/17/2017
18055,You Was Right,Lil Uzi Vert,,2244929,2/17/2017
18056,Love On The Brain,Rihanna,,2231834,2/17/2017
18057,Selfish,PnB Rock,,2228566,2/17/2017
18058,Same Drugs,Chance the Rapper,,2227629,2/17/2017
18059,In the Name of Love,Martin Garrix,,2226466,2/17/2017
18060,Starving,Hailee Steinfeld,,2217081,2/17/2017
18061,pick up the phone,"Young Thug, Travis Scott",,2204460,2/17/2017
18062,Jump Out The Window,Big Sean,,2172187,2/17/2017
18063,History,Olivia Holt,,2120816,2/17/2017
18064,Used to This,Future,,2045832,2/17/2017
18065,Let Me Love You,DJ Snake,,2027273,2/17/2017
18066,Water,Ugly God,,2015686,2/17/2017
18067,Outlet,Desiigner,,2008910,2/17/2017
18068,Sunset Lover,Petit Biscuit,,1998963,2/17/2017
18069,Juke Jam ,Chance the Rapper,"Justin Bieber, Towkio",1984527,2/17/2017
18070,Low Life,Future,,1957382,2/17/2017
18071,White Iverson,Post Malone,,1956479,2/17/2017
18072,I Got You,Bebe Rexha,,1951326,2/17/2017
18073,Million Reasons,Lady Gaga,,1940156,2/17/2017
18074,Down,Marian Hill,,1934795,2/17/2017
18075,Halfway Off The Balcony,Big Sean,,1921627,2/17/2017
18076,Six Feet Under,The Weeknd,,1916048,2/17/2017
18077,Love Me Now,John Legend,,1914650,2/17/2017
18078,Too Good,Drake,,1911431,2/17/2017
18079,Solo Dance,Martin Jensen,,1877296,2/17/2017
18080,Get Right Witcha,Migos,,1871003,2/17/2017
18081,Now and Later,Sage The Gemini,,1870876,2/17/2017
18082,Needed Me,Rihanna,,1864810,2/17/2017
18083,Controlla,Drake,,1855957,2/17/2017
18084,Cake - Challenge Version,Flo Rida,,1845062,2/17/2017
18085,Sooner Or Later,Aaron Carter,,1842648,2/17/2017
18086,Too Many Years,Kodak Black,,1839200,2/17/2017
18087,No Role Modelz,J. Cole,,1824808,2/17/2017
18088,Come and See Me ,PARTYNEXTDOOR,Drake,1814866,2/17/2017
18089,The Other,Lauv,,1793448,2/17/2017
18090,Mercy,Shawn Mendes,,1793013,2/17/2017
18091,Romantic - NOTD Remix,Stanaj,,1790735,2/17/2017
18092,Wyclef Jean,Young Thug,,1786184,2/17/2017
18093,Erase Your Social,Lil Uzi Vert,,1782786,2/17/2017
18094,Light,San Holo,,1775965,2/17/2017
18095,Don't Let Me Down,The Chainsmokers,,1762085,2/17/2017
18096,Panda,Desiigner,,1736946,2/17/2017
18097,Exchange,Bryson Tiller,,1719252,2/17/2017
18098,Scars To Your Beautiful,Alessia Cara,,1694193,2/17/2017
18099,Stressed Out,Twenty One Pilots,,1679640,2/17/2017
18100,Money Longer,Lil Uzi Vert,,1669476,2/17/2017
18101,Thinking out Loud,Ed Sheeran,,1663639,2/17/2017
18102,Owe Me,Big Sean,,1649636,2/17/2017
18103,Don't,Bryson Tiller,,1639790,2/17/2017
18104,Oceans Away,A R I Z O N A,,1632875,2/17/2017
18105,Chantaje ,Shakira,Maluma,1628566,2/17/2017
18106,All We Got ,Chance the Rapper,"Kanye West, Chicago Children's Choir",1623933,2/17/2017
18107,Ride,Twenty One Pilots,,1619788,2/17/2017
18108,Sucker For Pain ,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign feat. X Ambassadors, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",X Ambassadors,1603277,2/17/2017
18109,Gassed Up,Nebu Kiniza,,1595076,2/17/2017
18110,Not Going Home,DVBBS,,1594806,2/17/2017
18111,Cold Water ,Major Lazer,"Justin Bieber, MØ",1590909,2/17/2017
18112,Running Back ,Wale,Lil Wayne,1585045,2/17/2017
18113,Call Casting,Migos,,1579433,2/17/2017
18114,No Flockin,Kodak Black,,1577368,2/17/2017
18115,Neighbors,J. Cole,,1570972,2/17/2017
18116,Lot to Learn,Luke Christopher,,1560079,2/17/2017
18117,Party,Chris Brown,,1538422,2/17/2017
18118,Go Flex,Post Malone,,1533212,2/17/2017
18119,All We Know,The Chainsmokers,,1527677,2/17/2017
18120,Lighthouse - Andrelli Remix,"Hearts, Colors",,1522540,2/17/2017
18121,I Would Like,Zara Larsson,,1507000,2/17/2017
18122,Death of a Bachelor,Panic! At The Disco,,1500604,2/17/2017
18123,Deja Vu,Post Malone,,1496823,2/17/2017
18124,Litty ,Meek Mill,Tory Lanez,1496703,2/17/2017
18125,beibs in the trap,Travis Scott,,1495793,2/17/2017
18126,It's Gotta Be You,Isaiah,,1490140,2/17/2017
18127,Sidewalks,The Weeknd,,1490009,2/17/2017
18128,OOOUUU,Young M.A,,1480609,2/17/2017
18129,Setting Fires,The Chainsmokers,,1471296,2/17/2017
18130,Thumbs,Sabrina Carpenter,,1466030,2/17/2017
18131,Voices In My Head/Stick To The Plan,Big Sean,,1465312,2/17/2017
18132,Can't Stop The Feeling!,Justin Timberlake,,1459984,2/17/2017
18133,Too Much Sauce,DJ Esco,,1459592,2/17/2017
18134,First Day Out,Tee Grizzley,,1443495,2/17/2017
18135,Losin Control,Russ,,1437525,2/17/2017
18136,Work,Rihanna,,1437032,2/17/2017
18137,Treat You Better,Shawn Mendes,,1426176,2/17/2017
18138,Jumpman,Drake,,1421350,2/17/2017
18139,Rolex,"Ayo, Teo",,1409643,2/17/2017
18140,"i hate u, i love u ",gnash,olivia o'brien,1406800,2/17/2017
18141,Shed a Light,Robin Schulz,,1402312,2/17/2017
18142,Timeless,A Boogie Wit da Hoodie,,1399589,2/17/2017
18143,One Night,Lil Yachty,,1394826,2/17/2017
18144,Good Drank,2 Chainz,,1392459,2/17/2017
18145,Bigger Than Me,Big Sean,,1374547,2/17/2017
18146,Die For You,The Weeknd,,1369116,2/17/2017
18147,All Night ,Chance the Rapper,Knox Fortune,1363925,2/17/2017
18148,7 Years,Lukas Graham,,1360738,2/17/2017
18149,Angels ,Chance the Rapper,Saba,1348339,2/17/2017
18150,I Miss You,Grey,,1348109,2/17/2017
18151,Reminder,The Weeknd,,1347674,2/17/2017
18152,Photograph,Ed Sheeran,,1345744,2/17/2017
18153,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",Nick Jonas,,1340567,2/17/2017
18154,Never Be Like You,Flume,,1333496,2/17/2017
18155,Work from Home ,Fifth Harmony,Ty Dolla $ign,1332539,2/17/2017
18156,This Town,Niall Horan,,1331894,2/17/2017
18157,Hear Me Now,Alok,,1330391,2/17/2017
18158,PRBLMS,6LACK,,1309383,2/17/2017
18159,The Hills,The Weeknd,,1303585,2/17/2017
18160,Love Yourself,Justin Bieber,,1292526,2/17/2017
18161,Hello,Adele,,1289239,2/17/2017
18162,Skateboard P,MadeinTYO,,1282004,2/17/2017
18163,Halo,Beyoncé,,1266871,2/17/2017
18164,Magic,Thomas Gold,,1264323,2/17/2017
18165,Stay With Me,Sam Smith,,1250558,2/17/2017
18166,"Me, Myself & I",G-Eazy,,1248949,2/17/2017
18167,Famous,Kanye West,,1241783,2/17/2017
18168,Father Stretch My Hands Pt. 1,Kanye West,,1239825,2/17/2017
18169,'Till I Collapse,Eminem,,1232212,2/17/2017
18170,Immortal,J. Cole,,1225163,2/17/2017
18171,What They Want,Russ,,1222277,2/17/2017
18172,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,,1220304,2/17/2017
18173,My Shit,A Boogie Wit da Hoodie,,1219899,2/17/2017
18174,Into You,Ariana Grande,,1211255,2/17/2017
18175,Take Me To Church,Hozier,,1205155,2/17/2017
18176,Send My Love (To Your New Lover),Adele,,1201871,2/17/2017
18177,Dab of Ranch - Recorded at Spotify Studios NYC,Migos,,1186694,2/17/2017
18178,Light,Big Sean,,1180717,2/17/2017
18179,oui,Jeremih,,1168237,2/17/2017
18180,Pop Style,Drake,,1167873,2/17/2017
18181,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,,1165347,2/17/2017
18182,Blue Ain't Your Color,Keith Urban,,1164090,2/17/2017
18183,Hotline Bling,Drake,,1160139,2/17/2017
18184,Wet Dreamz,J. Cole,,1156773,2/17/2017
18185,Sorry,Justin Bieber,,1150757,2/17/2017
18186,Smoke Break ,Chance the Rapper,Future,1149784,2/17/2017
18187,Lights Down Low,MAX,,1143268,2/17/2017
18188,Ni**as In Paris,JAY Z,,1139026,2/17/2017
18189,Brown Paper Bag,Migos,,1137492,2/17/2017
18190,There He Go,Kodak Black,,1123693,2/17/2017
18191,Instinct ,Roy Woods,MadeinTYO,1122012,2/17/2017
18192,PILLOWTALK,ZAYN,,1115314,2/17/2017
18193,Die A Happy Man,Thomas Rhett,,1105902,2/17/2017
18194,We Don't Talk Anymore,Charlie Puth,,1102820,2/17/2017
18195,Bad and Boujee ,Migos,Lil Uzi Vert,11504142,2/3/2017
18196,Shape of You,Ed Sheeran,,10256249,2/3/2017
18197,Fake Love,Drake,,7513713,2/3/2017
18198,I Don't Wanna Live Forever,"Zayn, Taylor Swift",,7490530,2/3/2017
18199,Paris,The Chainsmokers,,7307665,2/3/2017
18200,T-Shirt,Migos,,6808471,2/3/2017
18201,Bounce Back,Big Sean,,6126440,2/3/2017
18202,iSpy ,KYLE,Lil Yachty,5809582,2/3/2017
18203,Starboy,The Weeknd,,5808972,2/3/2017
18204,Caroline,Amine,,5129571,2/3/2017
18205,Bad Things,"Machine Gun Kelly, Camila Cabello",,5003047,2/3/2017
18206,I Feel It Coming,The Weeknd,,4926830,2/3/2017
18207,Closer,The Chainsmokers,,4785483,2/3/2017
18208,Black Beatles,Rae Sremmurd,,4599570,2/3/2017
18209,Say You Won't Let Go,James Arthur,,4385605,2/3/2017
18210,Castle on the Hill,Ed Sheeran,,4118704,2/3/2017
18211,X ,21 Savage,Future,3832062,2/3/2017
18212,All Time Low,Jon Bellion,,3823678,2/3/2017
18213,Broccoli ,DRAM,Lil Yachty,3823533,2/3/2017
18214,Don't Wanna Know,Maroon 5,,3602035,2/3/2017
18215,Kelly Price ,Migos,Travis Scott,3461175,2/3/2017
18216,"How Far I'll Go - From ""Moana""",Alessia Cara,,3435877,2/3/2017
18217,No Heart,21 Savage,,3426445,2/3/2017
18218,Call On Me - Ryan Riback Extended Remix,Starley,,3390422,2/3/2017
18219,Issues,Julia Michaels,,3361061,2/3/2017
18220,Run Up ,Major Lazer,"PARTYNEXTDOOR, Nicki Minaj",3354072,2/3/2017
18221,Deja Vu,J. Cole,,3343236,2/3/2017
18222,Scared to Be Lonely,Martin Garrix,,3339752,2/3/2017
18223,Call Casting,Migos,,3290144,2/3/2017
18224,Slippery ,Migos,Gucci Mane,3278561,2/3/2017
18225,Swang,Rae Sremmurd,,3217617,2/3/2017
18226,Weak,AJR,,3213111,2/3/2017
18227,Get Right Witcha,Migos,,3184643,2/3/2017
18228,Rockabye ,Clean Bandit,"Sean Paul, Anne-Marie",3149166,2/3/2017
18229,24K Magic,Bruno Mars,,3123739,2/3/2017
18230,Party Monster,The Weeknd,,3044200,2/3/2017
18231,Redbone,Childish Gambino,,3003473,2/3/2017
18232,Chill Bill,Rob $tone,,2999911,2/3/2017
18233,Congratulations,Post Malone,,2988238,2/3/2017
18234,One Dance,Drake,,2977200,2/3/2017
18235,Side To Side,Ariana Grande,,2897525,2/3/2017
18236,Sneakin’,Drake,,2881432,2/3/2017
18237,Some Kind Of Drug,G-Eazy,,2823622,2/3/2017
18238,Both ,Gucci Mane,Drake,2804832,2/3/2017
18239,Just Hold On,"Steve Aoki, Louis Tomlinson",,2772235,2/3/2017
18240,Starving,Hailee Steinfeld,,2772210,2/3/2017
18241,Love Me Now,John Legend,,2745033,2/3/2017
18242,Mercy,Shawn Mendes,,2724747,2/3/2017
18243,In the Name of Love,Martin Garrix,,2697786,2/3/2017
18244,You Was Right,Lil Uzi Vert,,2623650,2/3/2017
18245,goosebumps,Travis Scott,,2617199,2/3/2017
18246,Moves,Big Sean,,2587747,2/3/2017
18247,No Problem ,Chance the Rapper,"Lil Wayne, 2 Chainz",2494813,2/3/2017
18248,Let Me Love You,DJ Snake,,2488323,2/3/2017
18249,All Night,The Vamps,,2439932,2/3/2017
18250,Heathens,Twenty One Pilots,,2398543,2/3/2017
18251,Selfish,PnB Rock,,2313839,2/3/2017
18252,pick up the phone,"Young Thug, Travis Scott",,2282187,2/3/2017
18253,Make Me (Cry),Noah Cyrus,,2258707,2/3/2017
18254,Six Feet Under,The Weeknd,,2256534,2/3/2017
18255,Don't Leave,Snakehips,,2250757,2/3/2017
18256,Culture ,Migos,DJ Khaled,2244221,2/3/2017
18257,Chantaje ,Shakira,Maluma,2239696,2/3/2017
18258,Brown Paper Bag,Migos,,2229762,2/3/2017
18259,Love On The Brain,Rihanna,,2212785,2/3/2017
18260,Used to This,Future,,2105396,2/3/2017
18261,Water,Ugly God,,2076096,2/3/2017
18262,Scars To Your Beautiful,Alessia Cara,,2065405,2/3/2017
18263,What The Price,Migos,,2035810,2/3/2017
18264,Sunset Lover,Petit Biscuit,,2031784,2/3/2017
18265,Now and Later,Sage The Gemini,,2029282,2/3/2017
18266,Too Many Years,Kodak Black,,2018203,2/3/2017
18267,Too Good,Drake,,1986614,2/3/2017
18268,Sidewalks,The Weeknd,,1956264,2/3/2017
18269,Light,San Holo,,1951462,2/3/2017
18270,Needed Me,Rihanna,,1949635,2/3/2017
18271,Controlla,Drake,,1943913,2/3/2017
18272,Money Longer,Lil Uzi Vert,,1917436,2/3/2017
18273,Solo Dance,Martin Jensen,,1915469,2/3/2017
18274,History,Olivia Holt,,1900459,2/3/2017
18275,White Iverson,Post Malone,,1893592,2/3/2017
18276,Erase Your Social,Lil Uzi Vert,,1892963,2/3/2017
18277,No Role Modelz,J. Cole,,1891506,2/3/2017
18278,Location,Khalid,,1887920,2/3/2017
18279,Low Life,Future,,1886082,2/3/2017
18280,Cold Water ,Major Lazer,"Justin Bieber, MØ",1876345,2/3/2017
18281,Neighbors,J. Cole,,1845580,2/3/2017
18282,Water Under the Bridge,Adele,,1845366,2/3/2017
18283,All We Know,The Chainsmokers,,1830959,2/3/2017
18284,Out Yo Way,Migos,,1829369,2/3/2017
18285,Panda,Desiigner,,1816744,2/3/2017
18286,Despacito,Luis Fonsi,,1816608,2/3/2017
18287,Don't Let Me Down,The Chainsmokers,,1799309,2/3/2017
18288,I Got You,Bebe Rexha,,1788255,2/3/2017
18289,Come and See Me ,PARTYNEXTDOOR,Drake,1778617,2/3/2017
18290,Gassed Up,Nebu Kiniza,,1765037,2/3/2017
18291,Not Going Home,DVBBS,,1762646,2/3/2017
18292,OOOUUU,Young M.A,,1753797,2/3/2017
18293,Cake - Challenge Version,Flo Rida,,1721475,2/3/2017
18294,Deadz ,Migos,2 Chainz,1720413,2/3/2017
18295,Wyclef Jean,Young Thug,,1720088,2/3/2017
18296,All Ass,Migos,,1713177,2/3/2017
18297,Don't,Bryson Tiller,,1712498,2/3/2017
18298,Sucker For Pain ,"Lil Wayne, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign feat. X Ambassadors, Wiz Khalifa, Imagine Dragons, Logic, Ty Dolla $ign",X Ambassadors,1683646,2/3/2017
18299,Lot to Learn,Luke Christopher,,1672906,2/3/2017
18300,Lighthouse - Andrelli Remix,"Hearts, Colors",,1670809,2/3/2017
18301,Big On Big,Migos,,1664311,2/3/2017
18302,Exchange,Bryson Tiller,,1631830,2/3/2017
18303,Ride,Twenty One Pilots,,1630629,2/3/2017
18304,Setting Fires,The Chainsmokers,,1628379,2/3/2017
18305,Treat You Better,Shawn Mendes,,1627696,2/3/2017
18306,Romantic - NOTD Remix,Stanaj,,1625033,2/3/2017
18307,That's What I Like,Bruno Mars,,1616984,2/3/2017
18308,No Flockin,Kodak Black,,1607144,2/3/2017
18309,Litty ,Meek Mill,Tory Lanez,1601100,2/3/2017
18310,The Other,Lauv,,1598626,2/3/2017
18311,Trust Nobody ,Cashmere Cat,"Selena Gomez, Tory Lanez",1590216,2/3/2017
18312,It's Gotta Be You,Isaiah,,1581642,2/3/2017
18313,Oceans Away,A R I Z O N A,,1569331,2/3/2017
18314,Shed a Light,Robin Schulz,,1568179,2/3/2017
18315,Too Much Sauce,DJ Esco,,1565108,2/3/2017
18316,I Would Like,Zara Larsson,,1549790,2/3/2017
18317,This Town,Niall Horan,,1543693,2/3/2017
18318,Reminder,The Weeknd,,1542768,2/3/2017
18319,Deja Vu,Post Malone,,1530241,2/3/2017
18320,Die For You,The Weeknd,,1530180,2/3/2017
18321,Party,Chris Brown,,1496668,2/3/2017
18322,"i hate u, i love u ",gnash,olivia o'brien,1489226,2/3/2017
18323,Jumpman,Drake,,1486644,2/3/2017
18324,Immortal,J. Cole,,1452177,2/3/2017
18325,Good Drank,2 Chainz,,1438844,2/3/2017
18326,Can't Stop The Feeling!,Justin Timberlake,,1433816,2/3/2017
18327,Running Back ,Wale,Lil Wayne,1431768,2/3/2017
18328,Stressed Out,Twenty One Pilots,,1430171,2/3/2017
18329,beibs in the trap,Travis Scott,,1419579,2/3/2017
18330,Death of a Bachelor,Panic! At The Disco,,1418284,2/3/2017
18331,Look at Me!,XXXTENTACION,,1402997,2/3/2017
18332,Timeless,A Boogie Wit da Hoodie,,1400535,2/3/2017
18333,Go Flex,Post Malone,,1396548,2/3/2017
18334,Work from Home ,Fifth Harmony,Ty Dolla $ign,1392627,2/3/2017
18335,One Night,Lil Yachty,,1386646,2/3/2017
18336,Hear Me Now,Alok,,1381716,2/3/2017
18337,Steady 1234 ,Vice,"Jasmine Thompson, Skizzy Mars",1345177,2/3/2017
18338,CRZY,Kehlani,,1333823,2/3/2017
18339,Somebody Else,VÉRITÉ,,1325081,2/3/2017
18340,Down,Marian Hill,,1320699,2/3/2017
18341,Blue Ain't Your Color,Keith Urban,,1312910,2/3/2017
18342,"Me, Myself & I",G-Eazy,,1312376,2/3/2017
18343,Work,Rihanna,,1311225,2/3/2017
18344,Halfway Off The Balcony,Big Sean,,1300519,2/3/2017
18345,My Shit,A Boogie Wit da Hoodie,,1293076,2/3/2017
18346,The Hills,The Weeknd,,1282764,2/3/2017
18347,Father Stretch My Hands Pt. 1,Kanye West,,1258769,2/3/2017
18348,What They Want,Russ,,1258541,2/3/2017
18349,Into You,Ariana Grande,,1254046,2/3/2017
18350,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,,1244915,2/3/2017
18351,Distraction,Kehlani,,1239370,2/3/2017
18352,'Till I Collapse,Eminem,,1219004,2/3/2017
18353,Thumbs,Sabrina Carpenter,,1210655,2/3/2017
18354,Pop Style,Drake,,1210386,2/3/2017
18355,Thinking out Loud,Ed Sheeran,,1202245,2/3/2017
18356,True Colors,The Weeknd,,1201044,2/3/2017
18357,Roses,"benny blanco, Juice WRLD",,1195872,2/3/2017
18358,There He Go,Kodak Black,,1187534,2/3/2017
18359,We Don't Talk Anymore,Charlie Puth,,1184895,2/3/2017
18360,Ophelia,The Lumineers,,1184572,2/3/2017
18361,Skateboard P,MadeinTYO,,1184447,2/3/2017
18362,Wet Dreamz,J. Cole,,1180929,2/3/2017
18363,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,,1180793,2/3/2017
18364,Juju On That Beat,"Zay Hilfigerrr, Zayion McCall",,1173900,2/3/2017
18365,Magic,Thomas Gold,,1173848,2/3/2017
18366,This Is What You Came For,Calvin Harris,,1162912,2/3/2017
18367,Photograph,Ed Sheeran,,1161488,2/3/2017
18368,High For Hours,J. Cole,,1157532,2/3/2017
18369,Never Be Like You,Flume,,1156361,2/3/2017
18370,Taped up Heart ,KREAM,Clara Mae,1155565,2/3/2017
18371,oui,Jeremih,,1151755,2/3/2017
18372,Losin Control,Russ,,1125391,2/3/2017
18373,Gold,Kiiara,,1119746,2/3/2017
18374,Still Here,Drake,,1118241,2/3/2017
18375,Ni**as In Paris,JAY Z,,1115805,2/3/2017
18376,No Type,Rae Sremmurd,,1104585,2/3/2017
18377,Secrets,The Weeknd,,1101047,2/3/2017
18378,Let It Go,James Bay,,1097848,2/3/2017
18379,Famous,Kanye West,,1095267,2/3/2017
18380,Rap God,Eminem,,1088248,2/3/2017
18381,Antidote,Travis Scott,,1086748,2/3/2017
18382,Capsize,FRENSHIP,,1086554,2/3/2017
18383,Hotline Bling,Drake,,1077179,2/3/2017
18384,Love Yourself,Justin Bieber,,1076257,2/3/2017
18385,7 Years,Lukas Graham,,1070227,2/3/2017
18386,Juke Jam ,Chance the Rapper,"Justin Bieber, Towkio",1066727,2/3/2017
18387,PILLOWTALK,ZAYN,,1065770,2/3/2017
18388,Escape,Kehlani,,1064426,2/3/2017
18389,Let Me Explain,Bryson Tiller,,1062320,2/3/2017
18390,Cash Machine,DRAM,,1061161,2/3/2017
18391,Send My Love (To Your New Lover),Adele,,1053845,2/3/2017
18392,You & Me,Marc E. Bassy,,1053119,2/3/2017
18393,Do What I Want,Lil Uzi Vert,,1051633,2/3/2017
18394,Crazy Brazy,A$AP Mob,,1051336,2/3/2017
18395,7 rings,Ariana Grande,,17629417,2/8/2019
18396,MIDDLE CHILD,J. Cole,,14373237,2/8/2019
18397,bury a friend,Billie Eilish,,12554729,2/8/2019
18398,Wow.,Post Malone,,12371683,2/8/2019
18399,Sunflower,"Post Malone, Swae Lee",,12050952,2/8/2019
18400,Going Bad ,Meek Mill,Drake,8918819,2/8/2019
18401,a lot,21 Savage,,8472803,2/8/2019
18402,SICKO MODE,Travis Scott,,7809308,2/8/2019
18403,Drip Too Hard,Lil Baby,,7682382,2/8/2019
18404,Look Back At It,A Boogie Wit da Hoodie,,7677329,2/8/2019
18405,Thotiana,Blueface,,7344847,2/8/2019
18406,Without Me,Halsey,,7209627,2/8/2019
18407,Happier,"Marshmello, Bastille",,6640943,2/8/2019
